time,count,count_conflict,size,n_scheduler_delay,n_uncertainty_delay
00:00:30,1,0,0,0,0
00:01:00,1,0,0,0,0
00:01:30,1,0,0,0,0
00:02:00,1,0,0,0,0
00:02:30,1,0,0,0,0
00:03:00,1,0,0,0,0
00:03:30,2,0,0,0,0
00:04:00,2,0,0,0,0
00:04:30,2,0,0,0,0
00:05:00,2,0,0,0,0
00:05:30,2,0,0,0,0
00:06:00,2,0,0,0,0
00:06:30,2,0,0,0,0
00:07:00,2,0,0,0,0
00:07:30,2,0,0,0,0
00:08:00,2,0,0,0,0
00:08:30,3,0,0,0,0
00:09:00,3,0,0,0,0
00:09:30,3,0,0,0,0
00:10:00,3,0,0,0,0
00:10:30,3,0,0,0,0
00:11:00,3,0,0,0,0
00:11:30,3,0,0,0,0
00:12:00,3,0,0,0,0
00:12:30,3,0,0,0,0
00:13:00,3,0,0,0,0
00:13:30,4,0,0,0,0
00:14:00,4,0,0,0,0
00:14:30,4,0,0,0,0
00:15:00,4,0,0,0,0
00:15:30,4,0,0,0,0
00:16:00,4,0,0,0,0
00:16:30,4,0,0,0,0
00:17:00,4,0,0,0,0
00:17:30,3,0,0,0,0
00:18:00,3,0,0,0,0
00:18:30,3,0,0,0,0
00:19:00,3,0,0,0,0
00:19:30,4,0,0,0,0
00:20:00,4,0,0,0,0
00:20:30,4,0,0,0,0
00:21:00,4,0,0,0,0
00:21:30,4,0,0,0,0
00:22:00,4,0,0,0,0
00:22:30,5,0,0,0,0
00:23:00,5,0,0,0,0
00:23:30,5,0,0,0,0
00:24:00,5,0,0,0,0
00:24:30,4,0,0,0,0
00:25:00,4,0,0,0,0
00:25:30,4,0,0,0,0
00:26:00,4,0,0,0,0
00:26:30,4,0,0,0,0
00:27:00,4,0,0,0,0
00:27:30,4,0,0,1,0
00:28:00,4,0,0,0,0
00:28:30,4,0,0,0,0
00:29:00,4,0,0,0,0
00:29:30,3,0,0,0,0
00:30:00,3,0,0,0,0
00:30:30,3,0,0,0,0
00:31:00,3,0,0,0,0
00:31:30,3,0,0,1,0
00:32:00,3,0,0,0,0
00:32:30,3,0,0,0,0
00:33:00,3,0,0,0,0
00:33:30,4,0,0,0,0
00:34:00,4,0,0,0,0
00:34:30,4,0,0,0,0
00:35:00,4,0,0,0,0
00:35:30,4,0,0,0,0
00:36:00,4,0,0,0,0
00:36:30,4,0,0,0,0
00:37:00,4,0,0,0,0
00:37:30,4,0,0,0,0
00:38:00,4,0,0,0,0
00:38:30,5,0,0,0,0
00:39:00,4,0,0,0,0
00:39:30,4,0,0,0,0
00:40:00,3,0,0,0,0
00:40:30,3,0,0,0,0
00:41:00,3,0,0,0,0
00:41:30,3,0,0,0,0
00:42:00,3,0,0,0,0
00:42:30,3,0,0,0,0
00:43:00,3,0,0,0,0
00:43:30,4,0,0,0,0
00:44:00,4,0,0,0,0
00:44:30,4,0,0,0,0
00:45:00,4,0,0,0,0
00:45:30,4,0,0,0,0
00:46:00,4,0,0,0,0
00:46:30,4,0,0,0,0
00:47:00,4,0,0,0,0
00:47:30,4,0,0,0,0
00:48:00,4,0,0,0,0
00:48:30,4,0,0,0,0
00:49:00,4,0,0,0,0
00:49:30,3,0,0,0,0
00:50:00,3,0,0,0,0
00:50:30,4,0,0,0,0
00:51:00,4,0,0,0,0
00:51:30,4,0,0,0,0
00:52:00,4,0,0,0,0
00:52:30,3,0,0,0,0
00:53:00,3,0,0,0,0
00:53:30,3,0,0,0,0
00:54:00,3,0,0,0,0
00:54:30,3,0,0,0,0
00:55:00,3,0,0,0,0
00:55:30,3,0,0,0,0
00:56:00,3,0,0,0,0
00:56:30,3,0,0,0,0
00:57:00,3,0,0,0,0
00:57:30,3,0,0,0,0
00:58:00,3,0,0,0,0
00:58:30,3,0,0,0,0
00:59:00,3,0,0,0,0
00:59:30,3,0,0,0,0
01:00:00,3,0,0,0,0
01:00:30,3,0,0,0,0
01:01:00,3,0,0,0,0
01:01:30,3,0,0,0,0
01:02:00,3,0,0,0,0
01:02:30,3,0,0,0,0
01:03:00,3,0,0,0,0
01:03:30,3,0,0,0,0
01:04:00,3,0,0,0,0
01:04:30,3,0,0,0,0
01:05:00,3,0,0,0,0
01:05:30,4,0,0,0,0
01:06:00,4,0,0,0,0
01:06:30,4,0,0,0,0
01:07:00,3,0,0,0,0
01:07:30,3,0,0,0,0
01:08:00,3,0,0,0,0
01:08:30,3,0,0,0,0
01:09:00,3,0,0,0,0
01:09:30,4,0,0,0,0
01:10:00,3,0,0,0,0
01:10:30,3,0,0,0,0
01:11:00,3,0,0,0,0
01:11:30,3,0,0,0,0
01:12:00,3,0,0,0,0
01:12:30,3,0,0,0,0
01:13:00,3,0,0,0,0
01:13:30,3,0,0,0,0
01:14:00,3,0,0,0,0
01:14:30,4,0,0,0,0
01:15:00,4,0,0,0,0
01:15:30,4,0,0,0,0
01:16:00,3,0,0,0,0
01:16:30,3,0,0,0,0
01:17:00,3,0,0,0,0
01:17:30,3,0,0,0,0
01:18:00,3,0,0,0,0
01:18:30,3,0,0,0,0
01:19:00,3,0,0,0,0
01:19:30,4,0,0,0,0
01:20:00,3,0,0,0,0
01:20:30,3,0,0,0,0
01:21:00,3,0,0,0,0
01:21:30,3,0,0,0,0
01:22:00,3,0,0,0,0
01:22:30,3,0,0,0,0
01:23:00,3,0,0,0,0
01:23:30,3,0,0,0,0
01:24:00,2,0,0,0,0
01:24:30,3,0,0,0,0
01:25:00,3,0,0,0,0
01:25:30,3,0,0,0,0
01:26:00,3,0,0,0,0
01:26:30,3,0,0,0,0
01:27:00,3,0,0,0,0
01:27:30,4,0,0,0,0
01:28:00,4,0,0,0,0
01:28:30,4,0,0,0,0
01:29:00,4,0,0,0,0
01:29:30,4,0,0,0,0
01:30:00,4,0,0,0,0
01:30:30,4,0,0,0,0
01:31:00,4,0,0,0,0
01:31:30,4,0,0,0,0
01:32:00,4,0,0,0,0
01:32:30,5,0,0,0,0
01:33:00,5,0,0,0,0
01:33:30,5,0,0,0,0
01:34:00,5,0,0,0,0
01:34:30,4,0,0,0,0
01:35:00,4,0,0,0,0
01:35:30,4,0,0,0,0
01:36:00,4,0,0,0,0
01:36:30,4,0,0,0,0
01:37:00,4,0,0,0,0
01:37:30,4,0,0,0,0
01:38:00,4,0,0,0,0
01:38:30,5,0,0,0,0
01:39:00,5,0,0,0,0
01:39:30,4,0,0,0,0
01:40:00,4,0,0,0,0
01:40:30,4,0,0,0,0
01:41:00,3,0,0,0,0
01:41:30,3,0,0,0,0
01:42:00,2,0,0,0,0
01:42:30,2,0,0,0,0
01:43:00,2,0,0,0,0
01:43:30,3,0,0,0,0
01:44:00,3,0,0,0,0
01:44:30,3,0,0,0,0
01:45:00,3,0,0,0,0
01:45:30,3,0,0,0,0
01:46:00,3,0,0,0,0
01:46:30,3,0,0,0,0
01:47:00,3,0,0,0,0
01:47:30,3,0,0,0,0
01:48:00,3,0,0,0,0
01:48:30,4,0,0,0,0
01:49:00,4,0,0,0,0
01:49:30,4,0,0,0,0
01:50:00,3,0,0,0,0
01:50:30,3,0,0,0,0
01:51:00,3,0,0,0,0
01:51:30,3,0,0,0,0
01:52:00,3,0,0,0,0
01:52:30,4,0,0,0,0
01:53:00,4,0,0,0,0
01:53:30,4,0,0,0,0
01:54:00,4,0,0,0,0
01:54:30,4,0,0,0,0
01:55:00,3,0,0,0,0
01:55:30,3,0,0,0,0
01:56:00,3,0,0,0,0
01:56:30,4,0,0,0,0
01:57:00,4,0,0,0,0
01:57:30,4,0,0,0,0
01:58:00,4,0,0,0,0
01:58:30,4,0,0,0,0
01:59:00,4,0,0,0,0
01:59:30,3,0,0,0,0
02:00:00,3,0,0,0,0
02:00:30,3,0,0,0,0
02:01:00,3,0,0,0,0
02:01:30,4,0,0,0,0
02:02:00,4,0,0,0,0
02:02:30,4,0,0,0,0
02:03:00,4,0,0,0,0
02:03:30,4,0,0,0,0
02:04:00,4,0,0,0,0
02:04:30,4,0,0,0,0
02:05:00,4,0,0,0,0
02:05:30,5,0,0,0,0
02:06:00,5,0,0,0,0
02:06:30,5,0,0,0,0
02:07:00,5,0,0,0,0
02:07:30,5,0,0,0,0
02:08:00,5,0,0,0,0
02:08:30,5,0,0,1,0
02:09:00,4,0,0,0,0
02:09:30,4,0,0,0,0
02:10:00,4,0,0,0,0
02:10:30,5,0,0,0,0
02:11:00,5,0,0,0,0
02:11:30,5,0,0,0,0
02:12:00,5,0,0,0,0
02:12:30,5,0,0,0,0
02:13:00,4,0,0,0,0
02:13:30,4,0,0,0,0
02:14:00,4,0,0,0,0
02:14:30,4,0,0,0,0
02:15:00,4,0,0,0,0
02:15:30,4,0,0,0,0
02:16:00,3,0,0,0,0
02:16:30,4,0,0,0,0
02:17:00,3,0,0,0,0
02:17:30,3,0,0,0,0
02:18:00,3,0,0,0,0
02:18:30,3,0,0,0,0
02:19:00,3,0,0,0,0
02:19:30,3,0,0,0,0
02:20:00,3,0,0,0,0
02:20:30,4,0,0,0,0
02:21:00,4,0,0,0,0
02:21:30,4,0,0,0,0
02:22:00,4,0,0,0,0
02:22:30,3,0,0,0,0
02:23:00,3,0,0,0,0
02:23:30,3,0,0,0,0
02:24:00,3,0,0,0,0
02:24:30,3,0,0,0,0
02:25:00,3,0,0,0,0
02:25:30,4,0,0,0,0
02:26:00,4,0,0,0,0
02:26:30,4,0,0,0,0
02:27:00,3,0,0,1,0
02:27:30,3,0,0,0,0
02:28:00,3,0,0,0,0
02:28:30,3,0,0,0,0
02:29:00,3,0,0,0,0
02:29:30,4,0,0,0,0
02:30:00,4,0,0,0,0
02:30:30,4,0,0,0,0
02:31:00,4,0,0,0,0
02:31:30,4,0,0,0,0
02:32:00,4,0,0,0,0
02:32:30,4,0,0,0,0
02:33:00,3,0,0,0,0
02:33:30,3,0,0,1,0
02:34:00,3,0,0,0,0
02:34:30,3,0,0,0,0
02:35:00,3,0,0,0,0
02:35:30,4,0,0,0,0
02:36:00,4,0,0,0,0
02:36:30,4,0,0,0,0
02:37:00,4,0,0,0,0
02:37:30,4,0,0,0,0
02:38:00,4,0,0,0,0
02:38:30,4,0,0,0,0
02:39:00,4,0,0,0,0
02:39:30,4,0,0,0,0
02:40:00,4,0,0,0,0
02:40:30,4,0,0,0,0
02:41:00,3,0,0,0,0
02:41:30,4,0,0,0,0
02:42:00,3,0,0,0,0
02:42:30,3,0,0,0,0
02:43:00,3,0,0,0,0
02:43:30,3,0,0,0,0
02:44:00,3,0,0,0,0
02:44:30,3,0,0,0,0
02:45:00,3,0,0,0,0
02:45:30,3,0,0,0,0
02:46:00,3,0,0,0,0
02:46:30,3,0,0,0,0
02:47:00,3,0,0,0,0
02:47:30,4,0,0,0,0
02:48:00,4,0,0,0,0
02:48:30,4,0,0,0,0
02:49:00,4,0,0,0,0
02:49:30,3,0,0,0,0
02:50:00,3,0,0,0,0
02:50:30,3,0,0,0,0
02:51:00,2,0,0,0,0
02:51:30,3,0,0,0,0
02:52:00,3,0,0,0,0
02:52:30,3,0,0,0,0
02:53:00,3,0,0,0,0
02:53:30,3,0,0,0,0
02:54:00,3,0,0,0,0
02:54:30,3,0,0,0,0
02:55:00,3,0,0,0,0
02:55:30,3,0,0,0,0
02:56:00,3,0,0,0,0
02:56:30,4,0,0,0,0
02:57:00,4,0,0,0,0
02:57:30,4,0,0,0,0
02:58:00,4,0,0,0,0
02:58:30,3,0,0,0,0
02:59:00,3,0,0,0,0
02:59:30,3,0,0,0,0
03:00:00,3,0,0,0,0
03:00:30,3,0,0,0,0
03:01:00,3,0,0,0,0
03:01:30,4,0,0,0,0
03:02:00,4,0,0,0,0
03:02:30,4,0,0,0,0
03:03:00,3,0,0,0,0
03:03:30,3,0,0,0,0
03:04:00,3,0,0,0,0
03:04:30,3,0,0,0,0
03:05:00,3,0,0,0,0
03:05:30,4,0,0,0,0
03:06:00,4,0,0,0,0
03:06:30,4,0,0,0,0
03:07:00,3,0,0,0,0
03:07:30,3,0,0,0,0
03:08:00,3,0,0,0,0
03:08:30,3,0,0,0,0
03:09:00,3,0,0,0,0
03:09:30,3,0,0,0,0
03:10:00,3,0,0,0,0
03:10:30,3,0,0,0,0
03:11:00,3,0,0,0,0
03:11:30,3,0,0,0,0
03:12:00,3,0,0,0,0
03:12:30,4,0,0,0,0
03:13:00,4,0,0,0,0
03:13:30,3,0,0,0,0
03:14:00,3,0,0,0,0
03:14:30,3,0,0,0,0
03:15:00,3,0,0,0,0
03:15:30,3,0,0,0,0
03:16:00,3,0,0,0,0
03:16:30,4,0,0,0,0
03:17:00,4,0,0,0,0
03:17:30,4,0,0,0,0
03:18:00,4,0,0,0,0
03:18:30,3,0,0,0,0
03:19:00,3,0,0,0,0
03:19:30,4,0,0,0,0
03:20:00,4,0,0,0,0
03:20:30,4,0,0,0,0
03:21:00,4,0,0,0,0
03:21:30,4,0,0,0,0
03:22:00,4,0,0,0,0
03:22:30,4,0,0,0,0
03:23:00,4,0,0,0,0
03:23:30,4,0,0,0,0
03:24:00,4,0,0,0,0
03:24:30,5,0,0,0,0
03:25:00,5,0,0,0,0
03:25:30,5,0,0,0,0
03:26:00,5,0,0,0,0
03:26:30,4,0,0,0,0
03:27:00,4,0,0,0,0
03:27:30,4,0,0,0,0
03:28:00,4,0,0,0,0
03:28:30,4,0,0,0,0
03:29:00,3,0,0,0,0
03:29:30,4,0,0,0,0
03:30:00,4,0,0,0,0
03:30:30,4,0,0,0,0
03:31:00,4,0,0,0,0
03:31:30,4,0,0,0,0
03:32:00,4,0,0,0,0
03:32:30,4,0,0,0,0
03:33:00,4,0,0,0,0
03:33:30,5,0,0,0,0
03:34:00,5,0,0,0,0
03:34:30,5,0,0,0,0
03:35:00,5,0,0,0,0
03:35:30,5,0,0,0,0
03:36:00,5,0,0,0,0
03:36:30,5,0,0,0,0
03:37:00,5,0,0,0,0
03:37:30,4,0,0,1,0
03:38:00,4,0,0,0,0
03:38:30,5,0,0,0,0
03:39:00,5,0,0,0,0
03:39:30,4,0,0,0,0
03:40:00,4,0,0,0,0
03:40:30,4,0,0,0,0
03:41:00,4,0,0,0,0
03:41:30,4,0,0,1,0
03:42:00,3,0,0,0,0
03:42:30,3,0,0,0,0
03:43:00,3,0,0,0,0
03:43:30,4,0,0,0,0
03:44:00,4,0,0,0,0
03:44:30,4,0,0,0,0
03:45:00,4,0,0,0,0
03:45:30,4,0,0,0,0
03:46:00,4,0,0,0,0
03:46:30,4,0,0,0,0
03:47:00,4,0,0,0,0
03:47:30,5,0,0,0,0
03:48:00,5,0,0,0,0
03:48:30,5,0,0,0,0
03:49:00,4,0,0,0,0
03:49:30,4,0,0,0,0
03:50:00,3,0,0,0,0
03:50:30,3,0,0,0,0
03:51:00,3,0,0,0,0
03:51:30,3,0,0,0,0
03:52:00,3,0,0,0,0
03:52:30,3,0,0,0,0
03:53:00,3,0,0,0,0
03:53:30,3,0,0,0,0
03:54:00,3,0,0,0,0
03:54:30,3,0,0,0,0
03:55:00,3,0,0,0,0
03:55:30,3,0,0,0,0
03:56:00,3,0,0,0,0
03:56:30,3,0,0,0,0
03:57:00,3,0,0,0,0
03:57:30,4,0,0,0,0
03:58:00,4,0,0,0,0
03:58:30,4,0,0,0,0
03:59:00,4,0,0,0,0
03:59:30,4,0,0,0,0
04:00:00,4,0,0,0,0
04:00:30,4,0,0,1,0
04:01:00,4,0,0,0,0
04:01:30,4,0,0,0,0
04:02:00,4,0,0,0,0
04:02:30,3,0,0,0,0
04:03:00,3,0,0,0,0
04:03:30,4,0,0,0,0
04:04:00,4,0,0,0,0
04:04:30,4,0,0,0,0
04:05:00,4,0,0,0,0
04:05:30,4,0,0,0,0
04:06:00,4,0,0,0,0
04:06:30,4,0,0,0,0
04:07:00,4,0,0,0,0
04:07:30,4,0,0,0,0
04:08:00,3,0,0,0,0
04:08:30,3,0,0,0,0
04:09:00,2,0,0,0,0
04:09:30,3,0,0,0,0
04:10:00,3,0,0,0,0
04:10:30,3,0,0,0,0
04:11:00,3,0,0,0,0
04:11:30,3,0,0,0,0
04:12:00,3,0,0,0,0
04:12:30,3,0,0,0,0
04:13:00,2,0,0,0,0
04:13:30,3,0,0,0,0
04:14:00,3,0,0,0,0
04:14:30,3,0,0,0,0
04:15:00,3,0,0,0,0
04:15:30,3,0,0,0,0
04:16:00,3,0,0,0,0
04:16:30,3,0,0,0,0
04:17:00,3,0,0,0,0
04:17:30,4,0,0,0,0
04:18:00,3,0,0,0,0
04:18:30,3,0,0,0,0
04:19:00,3,0,0,0,0
04:19:30,3,0,0,0,0
04:20:00,3,0,0,0,0
04:20:30,3,0,0,0,0
04:21:00,3,0,0,0,0
04:21:30,3,0,0,0,0
04:22:00,3,0,0,0,0
04:22:30,3,0,0,0,0
04:23:00,3,0,0,0,0
04:23:30,3,0,0,0,0
04:24:00,3,0,0,0,0
04:24:30,4,0,0,0,0
04:25:00,4,0,0,0,0
04:25:30,4,0,0,0,0
04:26:00,4,0,0,0,0
04:26:30,3,0,0,0,0
04:27:00,3,0,0,0,0
04:27:30,3,0,0,0,0
04:28:00,3,0,0,0,0
04:28:30,3,0,0,0,0
04:29:00,3,0,0,0,0
04:29:30,3,0,0,0,0
04:30:00,3,0,0,0,0
04:30:30,2,0,0,0,0
04:31:00,2,0,0,0,0
04:31:30,3,0,0,0,0
04:32:00,3,0,0,0,0
04:32:30,3,0,0,0,0
04:33:00,2,0,0,0,0
04:33:30,2,0,0,0,0
04:34:00,2,0,0,0,0
04:34:30,2,0,0,0,0
04:35:00,2,0,0,0,0
04:35:30,2,0,0,0,0
04:36:00,2,0,0,0,0
04:36:30,3,0,0,0,0
04:37:00,3,0,0,0,0
04:37:30,3,0,0,0,0
04:38:00,3,0,0,0,0
04:38:30,3,0,0,0,0
04:39:00,3,0,0,0,0
04:39:30,3,0,0,0,0
04:40:00,3,0,0,0,0
04:40:30,3,0,0,0,0
04:41:00,2,0,0,0,0
04:41:30,2,0,0,0,0
04:42:00,2,0,0,0,0
04:42:30,3,0,0,0,0
04:43:00,3,0,0,0,0
04:43:30,3,0,0,0,0
04:44:00,3,0,0,0,0
04:44:30,3,0,0,0,0
04:45:00,3,0,0,0,0
04:45:30,3,0,0,0,0
04:46:00,3,0,0,0,0
04:46:30,3,0,0,0,0
04:47:00,2,0,0,0,0
04:47:30,3,0,0,0,0
04:48:00,3,0,0,0,0
04:48:30,3,0,0,0,0
04:49:00,3,0,0,0,0
04:49:30,3,0,0,0,0
04:50:00,3,0,0,0,0
04:50:30,3,0,0,0,0
04:51:00,3,0,0,0,0
04:51:30,4,0,0,0,0
04:52:00,4,0,0,0,0
04:52:30,4,0,0,0,0
04:53:00,4,0,0,0,0
04:53:30,4,0,0,0,0
04:54:00,4,0,0,0,0
04:54:30,3,0,0,0,0
04:55:00,3,0,0,0,0
04:55:30,3,0,0,0,0
04:56:00,3,0,0,0,0
04:56:30,3,0,0,0,0
04:57:00,3,0,0,0,0
04:57:30,4,0,0,0,0
04:58:00,4,0,0,0,0
04:58:30,4,0,0,0,0
04:59:00,3,0,0,0,0
04:59:30,3,0,0,0,0
05:00:00,3,0,0,0,0
05:00:30,3,0,0,0,0
05:01:00,3,0,0,0,0
05:01:30,4,0,0,0,0
05:02:00,4,0,0,0,0
05:02:30,4,0,0,0,0
05:03:00,4,0,0,0,0
05:03:30,4,0,0,0,0
05:04:00,4,0,0,0,0
05:04:30,4,0,0,0,0
05:05:00,4,0,0,0,0
05:05:30,4,0,0,0,0
05:06:00,4,0,0,0,0
05:06:30,5,0,0,0,0
05:07:00,5,0,0,0,0
05:07:30,5,0,0,0,0
05:08:00,5,0,0,0,0
05:08:30,4,0,0,0,0
05:09:00,4,0,0,0,0
05:09:30,4,0,0,0,0
05:10:00,4,0,0,0,0
05:10:30,4,0,0,0,0
05:11:00,4,0,0,0,0
05:11:30,4,0,0,0,0
05:12:00,4,0,0,0,0
05:12:30,4,0,0,0,0
05:13:00,4,0,0,0,0
05:13:30,4,0,0,0,0
05:14:00,4,0,0,0,0
05:14:30,3,0,0,0,0
05:15:00,3,0,0,1,0
05:15:30,3,0,0,0,0
05:16:00,3,0,0,0,0
05:16:30,3,0,0,0,0
05:17:00,3,0,0,0,0
05:17:30,4,0,0,0,0
05:18:00,4,0,0,0,0
05:18:30,4,0,0,0,0
05:19:00,4,0,0,0,0
05:19:30,4,0,0,0,0
05:20:00,4,0,0,0,0
05:20:30,4,0,0,0,0
05:21:00,4,0,0,0,0
05:21:30,4,0,0,0,0
05:22:00,4,0,0,0,0
05:22:30,3,0,0,0,0
05:23:00,3,0,0,0,0
05:23:30,3,0,0,0,0
05:24:00,3,0,0,0,0
05:24:30,3,0,0,0,0
05:25:00,3,0,0,0,0
05:25:30,3,0,0,0,0
05:26:00,3,0,0,0,0
05:26:30,3,0,0,0,0
05:27:00,3,0,0,0,0
05:27:30,3,0,0,0,0
05:28:00,3,0,0,0,0
05:28:30,3,0,0,0,0
05:29:00,3,0,0,0,0
05:29:30,4,0,0,0,0
05:30:00,4,0,0,0,0
05:30:30,4,0,0,0,0
05:31:00,4,0,0,0,0
05:31:30,4,0,0,0,0
05:32:00,4,0,0,0,0
05:32:30,3,0,0,0,0
05:33:00,3,0,0,0,0
05:33:30,3,0,0,0,0
05:34:00,3,0,0,0,0
05:34:30,3,0,0,0,0
05:35:00,3,0,0,0,0
05:35:30,3,0,0,0,0
05:36:00,3,0,0,0,0
05:36:30,3,0,0,0,0
05:37:00,3,0,0,0,0
05:37:30,3,0,0,0,0
05:38:00,3,0,0,0,0
05:38:30,4,0,0,0,0
05:39:00,4,0,0,0,0
05:39:30,4,0,0,0,0
05:40:00,4,0,0,0,0
05:40:30,4,0,0,0,0
05:41:00,4,0,0,0,0
05:41:30,4,0,0,0,0
05:42:00,4,0,0,0,0
05:42:30,4,0,0,0,0
05:43:00,4,0,0,0,0
05:43:30,5,0,0,0,0
05:44:00,5,0,0,0,0
05:44:30,4,0,0,0,0
05:45:00,4,0,0,0,0
05:45:30,4,0,0,0,0
05:46:00,4,0,0,0,0
05:46:30,4,0,0,0,0
05:47:00,4,0,0,0,0
05:47:30,4,0,0,0,0
05:48:00,4,0,0,0,0
05:48:30,5,0,0,0,0
05:49:00,5,0,0,0,0
05:49:30,4,0,0,0,0
05:50:00,4,0,0,0,0
05:50:30,3,0,0,0,0
05:51:00,3,0,0,0,0
05:51:30,4,0,0,0,0
05:52:00,4,0,0,0,0
05:52:30,4,0,0,0,0
05:53:00,4,0,0,0,0
05:53:30,4,0,0,0,0
05:54:00,4,0,0,0,0
05:54:30,5,0,0,0,0
05:55:00,5,0,0,0,0
05:55:30,4,0,0,0,0
05:56:00,4,0,0,0,0
05:56:30,4,0,0,0,0
05:57:00,4,0,0,0,0
05:57:30,4,0,0,0,0
05:58:00,3,0,0,0,0
05:58:30,3,0,0,0,0
