time,count_aircraft,count_conflict_nodes,count,count_conflict
17:53:30,10,4,9,17
17:54:00,10,4,9,17
17:54:30,10,4,9,17
17:55:00,10,4,9,17
17:55:30,10,4,9,17
17:56:00,10,4,9,17
17:56:30,10,4,9,17
17:57:00,10,4,9,17
17:57:30,11,4,9,19
17:58:00,11,4,9,19
17:58:30,11,4,9,19
17:59:00,11,4,9,19
17:59:30,11,4,9,19
18:00:00,11,4,9,19
18:00:30,11,3,7,18
18:01:00,11,3,7,17
18:01:30,11,3,7,18
18:02:00,11,3,7,23
18:02:30,12,4,9,25
18:03:00,12,4,9,25
18:03:30,12,4,9,25
18:04:00,12,4,9,25
18:04:30,12,4,9,25
18:05:00,12,4,9,25
18:05:30,12,4,9,25
18:06:00,10,3,6,14
18:06:30,11,3,7,16
18:07:00,11,3,7,16
18:07:30,11,4,8,19
18:08:00,11,4,8,19
18:08:30,11,4,8,19
18:09:00,11,4,8,19
18:09:30,11,4,8,19
18:10:00,11,4,8,19
18:10:30,11,4,8,19
18:11:00,11,4,8,19
18:11:30,11,4,8,23
18:12:00,11,4,8,23
18:12:30,11,4,8,23
18:13:00,11,4,8,23
18:13:30,12,5,10,25
18:14:00,12,5,10,25
18:14:30,12,4,9,31
18:15:00,11,3,7,24
18:15:30,11,2,5,23
18:16:00,11,2,5,22
18:16:30,11,2,5,33
18:17:00,11,2,5,45
18:17:30,12,2,5,46
18:18:00,12,3,7,46
18:18:30,12,3,7,46
18:19:00,12,3,7,46
18:19:30,12,3,7,46
18:20:00,12,3,7,46
18:20:30,12,3,7,46
18:21:00,12,3,8,46
18:21:30,12,3,8,46
18:22:00,12,3,8,46
18:22:30,13,3,8,46
18:23:00,13,3,8,46
18:23:30,12,2,6,37
18:24:00,12,3,7,37
18:24:30,11,2,5,29
18:25:00,11,3,7,29
18:25:30,11,3,7,29
18:26:00,10,2,5,22
18:26:30,10,2,5,22
18:27:00,10,2,5,22
18:27:30,11,3,7,24
18:28:00,11,3,7,24
18:28:30,11,3,7,24
18:29:00,10,2,5,18
18:29:30,10,2,5,18
18:30:00,10,2,5,18
18:30:30,10,1,3,17
18:31:00,10,1,3,16
18:31:30,10,1,3,26
18:32:00,10,1,3,36
18:32:30,10,1,3,36
18:33:00,10,2,5,36
18:33:30,11,2,5,32
18:34:00,11,3,7,37
18:34:30,11,3,7,37
18:35:00,10,2,5,29
18:35:30,10,2,5,29
18:36:00,10,2,6,29
18:36:30,10,3,7,29
18:37:00,9,2,5,22
18:37:30,8,2,5,16
18:38:00,7,1,3,11
18:38:30,7,1,3,11
18:39:00,7,1,3,11
18:39:30,7,1,3,11
18:40:00,7,1,2,11
18:40:30,7,1,2,7
18:41:00,7,1,2,7
18:41:30,7,1,2,7
18:42:00,7,1,2,7
18:42:30,7,1,2,7
18:43:00,7,1,2,7
18:43:30,7,1,2,7
18:44:00,7,1,2,7
18:44:30,7,1,2,7
18:45:00,7,1,2,7
18:45:30,8,1,2,8
18:46:00,8,1,2,7
18:46:30,8,1,2,11
18:47:00,8,1,2,15
18:47:30,8,1,3,21
18:48:00,8,2,5,21
18:48:30,8,2,5,17
18:49:00,7,2,5,15
18:49:30,7,2,5,15
18:50:00,7,2,5,15
18:50:30,7,2,5,15
18:51:00,7,2,5,15
18:51:30,8,2,5,16
18:52:00,8,2,5,16
18:52:30,8,2,5,16
18:53:00,8,2,5,16
18:53:30,8,2,5,16
18:54:00,8,2,5,16
18:54:30,8,2,5,16
18:55:00,8,2,5,16
18:55:30,8,2,5,16
18:56:00,8,2,5,16
18:56:30,7,1,3,11
18:57:00,7,1,3,11
18:57:30,8,1,3,11
18:58:00,8,1,3,11
18:58:30,7,1,3,7
18:59:00,7,1,3,7
18:59:30,7,1,3,7
19:00:00,7,1,2,7
19:00:30,7,1,2,6
19:01:00,7,1,2,6
19:01:30,7,1,2,8
19:02:00,7,1,2,15
19:02:30,8,2,5,16
19:03:00,7,2,5,11
19:03:30,7,2,4,11
19:04:00,7,1,2,11
19:04:30,7,1,2,11
19:05:00,7,1,2,11
19:05:30,7,1,2,11
19:06:00,7,2,4,11
19:06:30,7,2,4,11
19:07:00,7,2,4,11
19:07:30,8,2,4,13
19:08:00,7,1,2,9
19:08:30,7,1,2,9
19:09:00,7,1,2,9
19:09:30,7,1,2,9
19:10:00,7,1,2,9
19:10:30,7,1,2,9
19:11:00,7,1,2,9
19:11:30,7,1,2,9
19:12:00,7,1,2,9
19:12:30,7,1,2,9
19:13:00,7,1,2,9
19:13:30,8,1,2,9
19:14:00,8,1,2,9
19:14:30,8,1,2,9
19:15:00,8,1,2,9
19:15:30,8,0,0,8
19:16:00,8,0,0,7
19:16:30,8,0,0,13
19:17:00,8,0,0,21
19:17:30,8,1,2,21
19:18:00,8,3,6,21
19:18:30,9,4,8,22
19:19:00,9,4,8,22
19:19:30,9,4,8,22
19:20:00,8,3,6,16
19:20:30,8,3,6,16
19:21:00,8,3,6,16
19:21:30,8,3,6,16
19:22:00,8,3,6,16
19:22:30,8,3,6,16
19:23:00,8,3,6,16
19:23:30,8,3,6,16
19:24:00,8,3,6,16
19:24:30,9,3,6,18
19:25:00,9,3,6,18
19:25:30,9,3,6,18
19:26:00,8,2,4,13
19:26:30,8,2,4,13
19:27:00,8,2,4,13
19:27:30,9,2,4,13
19:28:00,9,2,4,13
19:28:30,9,2,4,13
19:29:00,9,2,4,13
19:29:30,9,2,4,13
19:30:00,9,2,4,13
19:30:30,9,1,2,12
19:31:00,9,1,2,11
19:31:30,9,1,2,19
19:32:00,9,1,2,28
19:32:30,9,1,2,28
19:33:00,9,3,6,28
19:33:30,10,4,8,29
19:34:00,10,4,8,29
19:34:30,10,4,8,29
19:35:00,10,4,8,29
19:35:30,10,4,8,29
19:36:00,10,4,9,29
19:36:30,10,4,9,29
19:37:00,10,4,9,29
19:37:30,10,4,9,29
19:38:00,10,4,9,29
19:38:30,10,4,9,29
19:39:00,9,3,7,22
19:39:30,9,3,7,22
19:40:00,8,3,7,16
19:40:30,8,2,5,13
19:41:00,8,3,6,13
19:41:30,8,3,6,13
19:42:00,6,2,4,6
19:42:30,6,2,4,6
19:43:00,6,2,4,6
19:43:30,6,2,4,6
19:44:00,6,2,4,6
19:44:30,7,2,4,6
19:45:00,7,2,4,6
19:45:30,7,0,0,5
19:46:00,7,0,0,4
19:46:30,7,0,0,8
19:47:00,7,0,0,15
19:47:30,7,1,2,15
19:48:00,7,2,4,15
19:48:30,6,2,4,10
19:49:00,6,2,4,10
19:49:30,7,3,6,11
19:50:00,7,3,6,11
19:50:30,7,3,6,11
19:51:00,7,3,6,11
19:51:30,7,3,6,11
19:52:00,6,2,4,7
19:52:30,6,2,4,7
19:53:00,6,2,4,7
19:53:30,6,2,4,7
19:54:00,6,2,4,7
19:54:30,6,2,4,7
19:55:00,6,2,4,7
19:55:30,6,2,4,7
19:56:00,6,2,4,7
19:56:30,7,2,4,9
19:57:00,7,2,4,9
19:57:30,6,1,2,6
19:58:00,6,1,2,6
19:58:30,6,1,2,6
19:59:00,6,1,2,6
19:59:30,6,1,2,6
20:00:00,6,1,2,6
20:00:30,6,0,0,5
20:01:00,5,0,0,2
20:01:30,5,0,0,4
20:02:00,4,0,0,3
20:02:30,5,0,0,3
20:03:00,5,0,0,3
20:03:30,5,0,0,3
20:04:00,5,0,0,3
20:04:30,5,0,0,3
20:05:00,5,0,0,3
20:05:30,6,1,2,4
20:06:00,6,1,2,4
20:06:30,6,1,2,4
20:07:00,6,1,2,4
20:07:30,6,1,2,4
20:08:00,6,1,2,4
20:08:30,6,1,2,4
20:09:00,6,1,2,4
20:09:30,7,1,2,6
20:10:00,7,1,2,6
20:10:30,7,1,2,6
20:11:00,7,1,2,6
20:11:30,6,1,2,4
20:12:00,6,1,2,4
20:12:30,6,1,2,4
20:13:00,6,1,2,4
20:13:30,6,1,2,4
20:14:00,6,1,2,4
20:14:30,6,1,2,4
20:15:00,6,1,2,4
20:15:30,7,0,0,4
20:16:00,7,0,0,3
20:16:30,7,0,0,5
20:17:00,7,0,0,7
20:17:30,7,0,0,7
20:18:00,7,0,0,7
20:18:30,7,1,2,7
20:19:00,7,1,2,7
20:19:30,7,1,2,7
20:20:00,7,1,2,7
20:20:30,7,1,2,7
20:21:00,7,1,2,7
20:21:30,8,2,4,11
20:22:00,8,2,4,11
20:22:30,8,1,2,11
20:23:00,8,1,2,11
20:23:30,7,1,2,7
20:24:00,6,1,2,4
20:24:30,6,1,2,4
20:25:00,6,1,2,4
20:25:30,6,1,2,4
20:26:00,6,1,2,4
20:26:30,7,1,2,6
20:27:00,7,1,2,6
20:27:30,7,2,4,9
20:28:00,7,3,6,9
20:28:30,6,2,4,6
20:29:00,6,2,4,6
20:29:30,6,2,4,6
20:30:00,6,2,4,6
20:30:30,7,1,2,5
20:31:00,7,1,2,4
20:31:30,7,1,2,9
20:32:00,6,1,2,10
20:32:30,6,1,2,10
20:33:00,6,1,2,10
20:33:30,6,1,2,7
20:34:00,6,1,2,10
20:34:30,5,1,2,6
20:35:00,5,1,2,6
20:35:30,5,1,2,6
20:36:00,5,1,3,6
20:36:30,5,1,3,6
20:37:00,5,1,3,6
20:37:30,6,2,5,7
20:38:00,6,2,5,7
20:38:30,6,2,5,7
20:39:00,6,3,6,7
20:39:30,6,3,6,7
20:40:00,6,3,6,7
20:40:30,6,3,6,7
20:41:00,6,3,6,7
20:41:30,6,3,6,7
20:42:00,5,2,4,4
20:42:30,5,2,4,4
20:43:00,5,2,4,4
20:43:30,5,2,4,4
20:44:00,5,2,4,4
20:44:30,6,2,4,6
20:45:00,6,2,4,6
20:45:30,6,1,2,5
20:46:00,6,1,2,4
20:46:30,6,1,2,7
20:47:00,6,1,2,10
20:47:30,6,1,2,10
20:48:00,6,1,2,10
20:48:30,6,1,2,10
20:49:00,6,1,2,10
20:49:30,7,1,2,10
20:50:00,6,1,2,6
20:50:30,6,1,2,6
20:51:00,6,1,2,6
20:51:30,6,1,2,6
20:52:00,6,1,2,6
20:52:30,6,1,2,6
20:53:00,6,1,2,6
20:53:30,6,1,2,6
20:54:00,6,1,2,6
20:54:30,7,2,4,7
20:55:00,7,2,4,7
20:55:30,7,2,4,7
20:56:00,7,2,4,7
20:56:30,7,2,4,7
20:57:00,7,2,4,7
20:57:30,7,2,4,7
20:58:00,7,2,4,7
20:58:30,7,2,4,7
20:59:00,7,2,4,7
20:59:30,7,2,4,7
21:00:00,7,2,4,7
21:00:30,7,2,4,7
21:01:00,6,2,4,4
21:01:30,6,2,4,7
21:02:00,6,1,2,6
21:02:30,6,1,2,7
21:03:00,6,1,2,7
21:03:30,6,1,2,10
21:04:00,6,1,2,10
21:04:30,5,1,2,6
21:05:00,5,1,2,6
21:05:30,5,1,2,6
21:06:00,5,1,2,6
21:06:30,5,1,2,6
21:07:00,5,0,0,6
21:07:30,5,0,0,6
21:08:00,4,0,0,3
21:08:30,4,0,0,3
21:09:00,4,0,0,3
21:09:30,4,0,0,3
21:10:00,4,0,0,3
21:10:30,4,0,0,3
21:11:00,4,0,0,3
21:11:30,4,0,0,3
21:12:00,4,0,0,3
21:12:30,4,0,0,3
21:13:00,3,0,0,1
21:13:30,3,0,0,1
21:14:00,3,0,0,1
21:14:30,3,0,0,1
21:15:00,3,0,0,1
21:15:30,3,0,0,1
21:16:00,3,0,0,1
21:16:30,3,0,0,1
21:17:00,3,0,0,1
21:17:30,3,0,0,1
21:18:00,3,0,0,1
21:18:30,3,0,0,1
21:19:00,3,0,0,1
21:19:30,3,0,0,1
21:20:00,3,0,0,1
21:20:30,3,0,0,1
21:21:00,3,0,0,1
21:21:30,3,0,0,1
21:22:00,3,0,0,1
21:22:30,3,0,0,1
21:23:00,3,0,0,1
21:23:30,3,0,0,1
21:24:00,3,0,0,1
21:24:30,3,0,0,1
21:25:00,3,0,0,1
21:25:30,3,0,0,1
21:26:00,3,0,0,1
21:26:30,3,0,0,1
21:27:00,3,0,0,1
21:27:30,3,0,0,1
21:28:00,3,0,0,1
21:28:30,3,0,0,1
21:29:00,3,0,0,1
21:29:30,3,0,0,1
21:30:00,3,0,0,1
21:30:30,3,0,0,1
21:31:00,3,0,0,1
21:31:30,3,0,0,1
21:32:00,3,0,0,1
21:32:30,3,0,0,1
21:33:00,3,0,0,1
21:33:30,3,0,0,1
21:34:00,3,0,0,1
21:34:30,3,0,0,1
21:35:00,3,0,0,1
21:35:30,3,0,0,1
21:36:00,3,0,0,1
21:36:30,3,0,0,1
21:37:00,3,0,0,1
21:37:30,3,0,0,1
21:38:00,3,0,0,1
21:38:30,3,0,0,1
21:39:00,3,0,0,1
21:39:30,3,0,0,1
21:40:00,3,0,0,1
21:40:30,2,0,0,0
21:41:00,2,0,0,0
21:41:30,2,0,0,0
21:42:00,2,0,0,0
21:42:30,2,0,0,0
21:43:00,2,0,0,0
21:43:30,2,0,0,0
21:44:00,2,0,0,0
21:44:30,2,0,0,0
21:45:00,2,0,0,0
21:45:30,2,0,0,0
21:46:00,2,0,0,0
21:46:30,2,0,0,0
21:47:00,2,0,0,0
21:47:30,2,0,0,0
21:48:00,2,0,0,0
21:48:30,2,0,0,0
21:49:00,2,0,0,0
21:49:30,2,0,0,0
21:50:00,2,0,0,0
21:50:30,2,0,0,0
21:51:00,2,0,0,0
21:51:30,2,0,0,0
21:52:00,2,0,0,0
21:52:30,2,0,0,0
21:53:00,2,0,0,0
21:53:30,2,0,0,0
21:54:00,2,0,0,0
21:54:30,2,0,0,0
21:55:00,2,0,0,0
21:55:30,2,0,0,0
21:56:00,2,0,0,0
21:56:30,2,0,0,0
21:57:00,2,0,0,0
21:57:30,2,0,0,0
21:58:00,2,0,0,0
21:58:30,2,0,0,0
21:59:00,2,0,0,0
21:59:30,2,0,0,0
22:00:00,2,0,0,0
22:00:30,2,0,0,0
22:01:00,2,0,0,0
22:01:30,2,0,0,0
22:02:00,2,0,0,0
22:02:30,2,0,0,0
22:03:00,2,0,0,0
22:03:30,2,0,0,0
22:04:00,2,0,0,0
22:04:30,2,0,0,0
22:05:00,2,0,0,0
22:05:30,2,0,0,0
22:06:00,2,0,0,0
22:06:30,2,0,0,0
22:07:00,2,0,0,0
22:07:30,2,0,0,0
22:08:00,2,0,0,0
22:08:30,2,0,0,0
22:09:00,2,0,0,0
22:09:30,2,0,0,0
22:10:00,2,0,0,0
22:10:30,2,0,0,0
22:11:00,2,0,0,0
22:11:30,2,0,0,0
22:12:00,2,0,0,0
22:12:30,2,0,0,0
22:13:00,2,0,0,0
22:13:30,2,0,0,0
22:14:00,2,0,0,0
22:14:30,2,0,0,0
22:15:00,2,0,0,0
22:15:30,2,0,0,0
22:16:00,2,0,0,0
22:16:30,2,0,0,0
22:17:00,2,0,0,0
22:17:30,2,0,0,0
22:18:00,2,0,0,0
22:18:30,2,0,0,0
22:19:00,2,0,0,0
22:19:30,2,0,0,0
22:20:00,2,0,0,0
22:20:30,2,0,0,0
22:21:00,2,0,0,0
22:21:30,2,0,0,0
22:22:00,2,0,0,0
22:22:30,2,0,0,0
22:23:00,2,0,0,0
22:23:30,2,0,0,0
22:24:00,2,0,0,0
22:24:30,2,0,0,0
22:25:00,2,0,0,0
22:25:30,2,0,0,0
22:26:00,2,0,0,0
22:26:30,2,0,0,0
22:27:00,2,0,0,0
22:27:30,2,0,0,0
22:28:00,2,0,0,0
22:28:30,2,0,0,0
22:29:00,2,0,0,0
22:29:30,2,0,0,0
22:30:00,2,0,0,0
22:30:30,2,0,0,0
22:31:00,2,0,0,0
22:31:30,2,0,0,0
22:32:00,2,0,0,0
22:32:30,2,0,0,0
22:33:00,2,0,0,0
22:33:30,2,0,0,0
22:34:00,2,0,0,0
22:34:30,2,0,0,0
22:35:00,2,0,0,0
22:35:30,2,0,0,0
22:36:00,2,0,0,0
22:36:30,2,0,0,0
22:37:00,2,0,0,0
22:37:30,2,0,0,0
22:38:00,2,0,0,0
22:38:30,2,0,0,0
22:39:00,2,0,0,0
22:39:30,2,0,0,0
22:40:00,2,0,0,0
22:40:30,2,0,0,0
22:41:00,2,0,0,0
22:41:30,2,0,0,0
22:42:00,2,0,0,0
22:42:30,2,0,0,0
22:43:00,2,0,0,0
22:43:30,2,0,0,0
22:44:00,2,0,0,0
22:44:30,2,0,0,0
22:45:00,2,0,0,0
22:45:30,2,0,0,0
22:46:00,2,0,0,0
22:46:30,2,0,0,0
22:47:00,2,0,0,0
22:47:30,2,0,0,1
22:48:00,2,0,0,1
22:48:30,2,0,0,1
22:49:00,1,0,0,0
22:49:30,1,0,0,0
22:50:00,1,0,0,0
22:50:30,1,0,0,0
22:51:00,1,0,0,0
22:51:30,1,0,0,0
22:52:00,1,0,0,0
22:52:30,1,0,0,0
22:53:00,1,0,0,0
22:53:30,1,0,0,0
22:54:00,1,0,0,0
22:54:30,1,0,0,0
22:55:00,1,0,0,0
22:55:30,1,0,0,0
22:56:00,1,0,0,0
22:56:30,1,0,0,0
22:57:00,1,0,0,0
22:57:30,1,0,0,0
22:58:00,1,0,0,0
22:58:30,1,0,0,0
22:59:00,1,0,0,0
22:59:30,1,0,0,0
23:00:00,1,0,0,0
23:00:30,1,0,0,0
23:01:00,1,0,0,0
23:01:30,1,0,0,0
23:02:00,1,0,0,0
23:02:30,1,0,0,0
23:03:00,1,0,0,0
23:03:30,1,0,0,0
23:04:00,1,0,0,0
23:04:30,1,0,0,0
23:05:00,1,0,0,0
23:05:30,1,0,0,0
23:06:00,1,0,0,0
23:06:30,1,0,0,0
23:07:00,1,0,0,0
23:07:30,1,0,0,0
23:08:00,1,0,0,0
23:08:30,1,0,0,0
23:09:00,1,0,0,0
23:09:30,1,0,0,0
23:10:00,1,0,0,0
23:10:30,1,0,0,0
23:11:00,1,0,0,0
23:11:30,1,0,0,0
23:12:00,1,0,0,0
23:12:30,1,0,0,0
23:13:00,1,0,0,0
23:13:30,1,0,0,0
23:14:00,1,0,0,0
23:14:30,1,0,0,0
23:15:00,1,0,0,0
23:15:30,1,0,0,0
23:16:00,1,0,0,0
23:16:30,1,0,0,0
23:17:00,1,0,0,0
23:17:30,1,0,0,0
23:18:00,1,0,0,0
23:18:30,1,0,0,0
23:19:00,1,0,0,0
23:19:30,1,0,0,0
23:20:00,1,0,0,0
23:20:30,1,0,0,0
23:21:00,1,0,0,0
23:21:30,1,0,0,0
23:22:00,1,0,0,0
23:22:30,1,0,0,0
23:23:00,1,0,0,0
23:23:30,1,0,0,0
23:24:00,1,0,0,0
23:24:30,1,0,0,0
23:25:00,1,0,0,0
23:25:30,1,0,0,0
23:26:00,1,0,0,0
23:26:30,1,0,0,0
23:27:00,1,0,0,0
23:27:30,1,0,0,0
23:28:00,1,0,0,0
23:28:30,1,0,0,0
23:29:00,1,0,0,0
23:29:30,1,0,0,0
23:30:00,1,0,0,0
23:30:30,1,0,0,0
23:31:00,1,0,0,0
23:31:30,1,0,0,0
23:32:00,1,0,0,0
23:32:30,1,0,0,0
23:33:00,0,0,0,0
23:33:30,0,0,0,0
23:34:00,0,0,0,0
23:34:30,0,0,0,0
23:35:00,0,0,0,0
23:35:30,0,0,0,0
23:36:00,0,0,0,0
23:36:30,0,0,0,0
23:37:00,0,0,0,0
23:37:30,0,0,0,0
23:38:00,0,0,0,0
23:38:30,0,0,0,0
23:39:00,0,0,0,0
23:39:30,0,0,0,0
23:40:00,0,0,0,0
23:40:30,0,0,0,0
23:41:00,0,0,0,0
23:41:30,0,0,0,0
23:42:00,0,0,0,0
23:42:30,0,0,0,0
23:43:00,0,0,0,0
23:43:30,0,0,0,0
23:44:00,0,0,0,0
23:44:30,0,0,0,0
23:45:00,0,0,0,0
23:45:30,0,0,0,0
23:46:00,0,0,0,0
23:46:30,0,0,0,0
23:47:00,0,0,0,0
23:47:30,0,0,0,0
23:48:00,0,0,0,0
23:48:30,0,0,0,0
23:49:00,0,0,0,0
23:49:30,0,0,0,0
23:50:00,0,0,0,0
23:50:30,0,0,0,0
23:51:00,0,0,0,0
23:51:30,0,0,0,0
23:52:00,0,0,0,0
23:52:30,0,0,0,0
23:53:00,0,0,0,0
23:53:30,0,0,0,0
23:54:00,0,0,0,0
23:54:30,0,0,0,0
23:55:00,0,0,0,0
23:55:30,0,0,0,0
23:56:00,0,0,0,0
23:56:30,0,0,0,0
23:57:00,0,0,0,0
23:57:30,0,0,0,0
23:58:00,0,0,0,0
23:58:30,0,0,0,0
23:59:00,0,0,0,0
23:59:30,0,0,0,0
